country,iso2code,country_year,year_election,election_date,election_type,source_type,source_name,title_art,date_art,page_art,section_art,words_art,sentence,type_cs,subject_function,subject_party,subject_individual,direction,object_function,object_party,object_individual,issue_cat,issue_subcat,party_id,party_name,party_name_short,vote_share,seats,seats_total,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Legalising cannabis will raise £1bn a year in tax, say Lib Dems",18/05/2017,"10,11",News,632.0,"At the heart of the manifesto is a second referendum on Brexit, where the final deal would be put to a vote, including an option to remain in the EU .",actor-issue,Nat. political party,Liberals,,1.0,,,,europe,deepening (general),659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Legalising cannabis will raise £1bn a year in tax, say Lib Dems",18/05/2017,"10,11",News,632.0,"The Liberal Democrats would legalise cannabis to raise a billion pounds in tax and ban diesel cars, under plans set out in the party's manifesto yesterday.",actor-issue,Nat. political party,Liberals,,1.0,,,,env,environment (general),659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),ABORTION ROW TIM,22/05/2017,6,News,169.0,"The dedicated Christian repeatedly stressed women should have access to abortion that is ""legal and safe"", insisting: ""I believe in choice.""",actor-issue,Nat. political party,Liberals,Tim Farron,1.0,,,,cultlib,cultural liberalism (general),659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),WE live in a democracy and politicians [...],22/04/2017,29,,110.0,"Which means that one minute Lib Dem leader Tim Farron can think homosexuality is a sin because of his ""strict Christian beliefs"" and the next change his mind after causing deep offence and realising such a stance was neither liberal nor democratic",actor-issue,Nat. political party,Liberals,Tim Farron,1.0,,,,cultlib,lgtbq,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Farron: I'll hold new EU poll & hit diesel,18/05/2017,9,News,214.0,"He called Theresa May's plan to take us out of the single market an economic ""time bomb"".",actor-issue,Nat. political party,Liberals,Tim Farron,1.0,,,,europe,widening,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Tim takes it to Kate,25/04/2017,8,News,94.0,LIB DEM leader Tim Farron yesterday launched an audacious bid to oust Brexit-supporting MPs.,actor-issue,Nat. political party,Liberals,Tim Farron,1.0,,,,europe,widening,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Legalising cannabis will raise £1bn a year in tax, say Lib Dems",18/05/2017,"10,11",News,632.0,"""In June last year we voted for a departure, but we didn't vote for a destination",actor-issue,Nat. political party,Liberals,,1.0,,,,europe,widening,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),"FARRON: LET IN 50,000 SYRIANS",12/05/2017,8,News,122.0,He said his party would resettle people from camps around Syria and reopen the Dubs scheme to take in children stranded in Europe.,actor-issue,Nat. political party,Liberals,Tim Farron,1.0,,,,immig,immigration,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Farron: I'll hold new EU poll & hit diesel,18/05/2017,9,News,214.0,"A proposed £6billion income tax raid would fund the NHS and social care, it claims.",actor-issue,Nat. political party,Liberals,Tim Farron,1.0,,,,welfare,health care,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Legalising cannabis will raise £1bn a year in tax, say Lib Dems",18/05/2017,"10,11",News,632.0,"The Lib Dems would also ensure that transgender people convicted of crimes were placed in prisons appropriate to their gender identity, and allow official documents to include an ""X"" option.",actor-issue,Nat. political party,Liberals,,-1.0,,,,cultlib,gender,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),I seek help as Mrs Pray,01/05/2017,8,News,162.0,It follows the controversy with Lib Dem leader and Christian Tim Farron on the issue,actor-issue,Nat. political party,Liberals,Tim Farron,1.0,,,,cultlib,lgtbq,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Lib Dems give way to [...],27/04/2017,12,News,76.0,"Baroness Brinton, the Lib Dem president, said that a ""limited number"" of local parties were considering similar deals on June 8.",actor-issue,Nat. political party,Liberals,Baroness Brinton,,,,,not attachable,,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Lib Dems give way to [...],27/04/2017,12,News,76.0,Members of the local party in Brighton Pavilion decided to back the Greens in an effort to fight Brexit and the Conservative Party.,actor-actor,Nat. political party,Liberals,,-1.0,Nat. political party,Conservative Party,,not attachable,,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Legalising cannabis will raise £1bn a year in tax, say Lib Dems",18/05/2017,"10,11",News,632.0,to increase funding for public services and welfare.,actor-issue,Nat. political party,Liberals,,-1.0,,,,ecolib,privatization,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"£10,000 for engineering graduates who join army",15/05/2017,11,News,158.0,"He set out plans for a ""careers for heroes"" scheme that would pay in full for further and higher education courses taken by armed forces personnel who had served for 12 years or more.",actor-issue,Nat. political party,Liberals,,1.0,,,,defense,defense (general),659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Farron: I'll hold new EU poll & hit diesel,18/05/2017,9,News,214.0,The manifesto includes plans to legalise prostitution and the sale of cannabis to raise £1billion.,actor-issue,Nat. political party,Liberals,Tim Farron,1.0,,,,cultlib,lgtbq,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),"FARRON: LET IN 50,000 SYRIANS",12/05/2017,8,News,122.0,"LIB Dem leader Tim Farron was accused of putting Brits in danger by pledging to throw open our borders to 50,000 Syrian refugees.
",actor-issue,Nat. political party,Liberals,Tim Farron,1.0,,,,immig,immigration,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Lib Dems give way to [...],27/04/2017,12,News,76.0,Members of the local party in Brighton Pavilion decided to back the Greens in an effort to fight Brexit and the Conservative Party.,actor-issue,Nat. political party,Liberals,,1.0,,,,europe,widening,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),High time to legalise,13/05/2017,13,News,74.0,"CANNABIS should be legalised and sold in high street shops, the Lib Dem manifesto will say.",actor-issue,Nat. political party,Liberals,,1.0,,,,cultlib,drug policy,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),£7bn for schools,10/05/2017,9,News,81.0,LIB DEMS TIM Farron will pledge a £7billion boost for schools today — paid for by tax hikes on business.,actor-issue,Nat. political party,Liberals,,1.0,,,,edu,primary education,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Legalising cannabis will raise £1bn a year in tax, say Lib Dems",18/05/2017,"10,11",News,632.0,"The more Liberal Democrat MPs you elect, the better the deal we will get on Europe.""",actor-issue,Nat. political party,Liberals,,1.0,,,,europe,widening,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),WE live in a democracy and politicians [...],22/04/2017,29,,110.0,"Which means that one minute Lib Dem leader Tim Farron can think homosexuality is a sin because of his ""strict Christian beliefs"" and the next change his mind after causing deep offence and realising such a stance was neither liberal nor democratic",actor-issue,Nat. political party,Liberals,Tim Farron,-1.0,,,,cultlib,lgtbq,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"'Paranoid' May is not suited to heading EU talks, insists Clegg",13/05/2017,11,News,648.0,"The former Liberal Democrat leader launched his most outspoken attack on the prime minister, accusing her of peddling ""Nixonian paranoia"" in a smallminded pursuit of political advantage that will leave her a hostage to Ukip and doom the country to an economically disastrous Brexit.",actor-actor,Nat. political party,Liberals,Nick Clegg,-1.0,Nat. executive/government,Conservatives,Theresa May,not attachable,,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,May accused of dodging TV showdowns,19/04/2017,5,News,994.0,"The stance provoked an angry reaction from Mr Corbyn and Tim Farron, with the Liberal Democrat leader calling on broadcasters to leave an empty chair if she refused to take part.",actor-actor,Nat. political party,Liberals,Tim Farron,-1.0,Nat. executive/government,PM,Theresa May,not attachable,,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,I don't think being gay [...],20/04/2017,11,News,188.0,"I don't think being gay is a sin, insists Farron",actor-issue,Nat. political party,Liberals,Tim Farron,1.0,,,,cultlib,lgtbq,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,No 10 uses poll excuse to delay diesel curbs,24/04/2017,"1,4",News,582.0,"Labour and the Liberal Democrats said that the government was using purdah as an excuse to avoid publishing the plan, which is expected to include measures to require some cities to charge drivers of older diesel cars a daily entry fee.",actor-actor,Nat. political party,Liberals,,-1.0,Nat. executive/government,Conservative government,,env,environment (general),659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Legalising cannabis will raise £1bn a year in tax, say Lib Dems",18/05/2017,"10,11",News,632.0,Giving you the choice over your future is exactly what our manifesto is about.,actor-issue,Nat. political party,Liberals,,-1.0,,,,europe,deepening (general),659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),High time to legalise,13/05/2017,13,News,74.0,High time to legalise,actor-issue,Nat. political party,Liberals,,1.0,,,,cultlib,drug policy,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,I don't think being gay [...],20/04/2017,11,News,188.0,"Tim Farron, the Liberal Democrat leader and avowed Christian, has said that he does not consider homosexuality a sin, after previously refusing to answer questions on the topic.",actor-issue,Nat. political party,Liberals,Tim Farron,1.0,,,,cultlib,lgtbq,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,May accused of dodging TV showdowns,19/04/2017,5,News,994.0,"Mr Farron said: ""The prime minister's attempt to dodge scrutiny shows how she holds the public in contempt.",actor-actor,Nat. political party,Liberals,Tim Farron,-1.0,Nat. executive/government,PM,Theresa May,not attachable,,659.0,Liberals,Lib,7.37,12.0,650.0,51420.0,,,1605.0,,1104.0,,1104.0
