Date,issue,percentage
26/07/2016,Health,36.0
02/08/2016,Health,34.0
09/08/2016,Health,36.0
17/08/2016,Health,35.0
23/08/2016,Health,37.0
31/08/2016,Health,45.0
14/09/2016,Health,44.0
12/10/2016,Health,38.0
25/10/2016,Health,39.0
01/11/2016,Health,41.0
15/11/2016,Health,42.0
29/11/2016,Health,43.0
17/12/2016,Health,41.0
10/01/2017,Health,54.0
17/01/2017,Health,61.0
24/01/2017,Health,51.0
31/01/2017,Health,53.0
13/02/2017,Health,57.0
22/02/2017,Health,59.0
28/02/2017,Health,53.0
14/03/2017,Health,47.0
21/03/2017,Health,53.0
27/03/2017,Health,50.0
06/04/2017,Health,48.0
19/04/2017,Health,50.0
26/04/2017,Health,54.0
03/05/2017,Health,54.0
10/05/2017,Health,59.0
17/05/2017,Health,57.0
31/05/2017,Health,54.0
07/06/2017,Health,49.0
22/06/2017,Health,46.0
11/07/2017,Health,48.0
01/08/2017,Health,47.0
31/08/2017,Health,43.0
12/09/2017,Health,43.0
11/10/2017,Health,43.0
28/11/2017,Health,48.0
12/12/2017,Health,48.0
20/12/2017,Health,44.0
21/12/2017,Health,51.0
03/01/2018,Health,47.0
08/01/2018,Health,60.0
16/01/2018,Health,60.0
30/01/2018,Health,61.0
06/02/2018,Health,61.0
13/02/2018,Health,60.0
20/02/2018,Health,55.0
27/02/2018,Health,55.0
06/03/2018,Health,50.0
27/03/2018,Health,52.0
10/04/2018,Health,48.0
17/04/2018,Health,49.0
25/04/2018,Health,47.0
01/05/2018,Health,46.0
09/05/2018,Health,50.0
14/05/2018,Health,51.0
21/05/2018,Health,51.0
29/05/2018,Health,56.0
05/06/2018,Health,48.0
12/06/2018,Health,49.0
19/06/2018,Health,55.0
26/06/2018,Health,53.0
04/07/2018,Health,52.0
09/07/2018,Health,51.0
17/07/2018,Health,50.0
23/07/2018,Health,47.0
31/07/2018,Health,49.0
14/08/2018,Health,42.0
21/08/2018,Health,42.0
29/08/2018,Health,42.0
04/09/2018,Health,45.0
20/09/2018,Health,42.0
01/10/2018,Health,43.0
09/10/2018,Health,45.0
15/10/2018,Health,43.0
23/10/2018,Health,45.0
05/11/2018,Health,43.0
19/11/2018,Health,44.0
27/11/2018,Health,43.0
04/12/2018,Health,42.0
07/01/2019,Health,42.0
14/01/2019,Health,39.0
21/01/2019,Health,43.0
04/02/2019,Health,42.0
07/03/2019,Health,34.0
25/03/2019,Health,37.0
03/04/2019,Health,40.0
11/04/2019,Health,40.0
30/04/2019,Health,38.0
29/05/2019,Health,39.0
06/06/2019,Health,42.0
24/06/2019,Health,44.0
01/07/2019,Health,41.0
08/07/2019,Health,41.0
14/07/2019,Health,37.0
22/07/2019,Health,39.0
29/07/2019,Health,37.0
05/08/2019,Health,39.0
11/08/2019,Health,40.0
19/08/2019,Health,41.0
26/08/2019,Health,40.0
02/09/2019,Health,39.0
09/09/2019,Health,41.0
16/09/2019,Health,37.0
23/09/2019,Health,42.0
30/09/2019,Health,37.0
06/10/2019,Health,42.0
14/10/2019,Health,38.0
21/10/2019,Health,43.0
28/10/2019,Health,43.0
04/11/2019,Health,47.0
11/11/2019,Health,50.0
18/11/2019,Health,54.0
25/11/2019,Health,59.0
01/12/2019,Health,58.0
16/12/2019,Health,60.0
23/12/2019,Health,59.0
30/12/2019,Health,55.0
06/01/2020,Health,56.0
13/01/2020,Health,52.0
20/01/2020,Health,51.0
27/01/2020,Health,50.0
03/02/2020,Health,52.0
09/02/2020,Health,48.0
17/02/2020,Health,51.0
24/02/2020,Health,48.0
02/03/2020,Health,55.0
09/03/2020,Health,62.0
16/03/2020,Health,74.0
23/03/2020,Health,80.0
30/03/2020,Health,82.0
06/04/2020,Health,78.0
13/04/2020,Health,81.0
20/04/2020,Health,81.0
27/04/2020,Health,79.0
03/05/2020,Health,79.0
10/05/2020,Health,75.0
18/05/2020,Health,79.0
25/05/2020,Health,75.0
02/06/2020,Health,74.0
08/06/2020,Health,69.0
15/06/2020,Health,70.0
22/06/2020,Health,68.0
29/06/2020,Health,64.0
06/07/2020,Health,67.0
13/07/2020,Health,64.0
20/07/2020,Health,65.0
27/07/2020,Health,68.0
03/08/2020,Health,67.0
10/08/2020,Health,62.0
17/08/2020,Health,61.0
24/08/2020,Health,61.0
31/08/2020,Health,62.0
07/09/2020,Health,59.0
14/09/2020,Health,63.0
21/09/2020,Health,65.0
28/09/2020,Health,66.0
05/10/2020,Health,62.0
12/10/2020,Health,67.0
18/10/2020,Health,70.0
26/10/2020,Health,67.0
02/11/2020,Health,68.0
09/11/2020,Health,68.0
15/11/2020,Health,69.0
23/11/2020,Health,61.0
30/11/2020,Health,68.0
07/12/2020,Health,61.0
14/12/2020,Health,64.0
20/12/2020,Health,64.0
28/12/2020,Health,64.0
04/01/2021,Health,72.0
11/01/2021,Health,74.0
18/01/2021,Health,72.0
25/01/2021,Health,73.0
01/02/2021,Health,72.0
08/02/2021,Health,66.0
15/02/2021,Health,66.0
22/02/2021,Health,70.0
01/03/2021,Health,60.0
08/03/2021,Health,66.0
15/03/2021,Health,64.0
22/03/2021,Health,65.0
29/03/2021,Health,62.0
05/04/2021,Health,63.0
12/04/2021,Health,61.0
19/04/2021,Health,61.0
26/04/2021,Health,59.0
03/05/2021,Health,60.0
10/05/2021,Health,58.0
17/05/2021,Health,66.0
24/05/2021,Health,62.0
31/05/2021,Health,62.0
07/06/2021,Health,60.0
14/06/2021,Health,58.0
21/06/2021,Health,62.0
28/06/2021,Health,59.0
05/07/2021,Health,58.0
12/07/2021,Health,63.0
19/07/2021,Health,65.0
26/07/2021,Health,68.0
02/08/2021,Health,58.0
09/08/2021,Health,60.0
16/08/2021,Health,57.0
23/08/2021,Health,53.0
29/08/2021,Health,53.0
06/09/2021,Health,63.0
12/09/2021,Health,61.0
19/09/2021,Health,57.0
26/09/2021,Health,55.0
04/10/2021,Health,54.0
11/10/2021,Health,49.0
18/10/2021,Health,54.0
25/10/2021,Health,62.0
01/11/2021,Health,56.0
07/11/2021,Health,54.0
15/11/2021,Health,58.0
22/11/2021,Health,58.0
29/11/2021,Health,61.0
05/12/2021,Health,61.0
13/12/2021,Health,64.0
20/12/2021,Health,66.0
27/12/2021,Health,63.0
02/01/2022,Health,65.0
10/01/2022,Health,67.0
17/01/2022,Health,61.0
24/01/2022,Health,62.0
31/01/2022,Health,57.0
06/02/2022,Health,51.0
13/02/2022,Health,56.0
21/02/2022,Health,55.0
28/02/2022,Health,48.0
07/03/2022,Health,43.0
14/03/2022,Health,40.0
20/03/2022,Health,47.0
28/03/2022,Health,43.0
04/04/2022,Health,49.0
11/04/2022,Health,48.0
18/04/2022,Health,47.0
24/04/2022,Health,44.0
02/05/2022,Health,45.0
08/05/2022,Health,41.0
16/05/2022,Health,44.0
22/05/2022,Health,39.0
29/05/2022,Health,40.0
06/06/2022,Health,43.0
13/06/2022,Health,44.0
19/06/2022,Health,41.0
27/06/2022,Health,43.0
03/07/2022,Health,44.0
11/07/2022,Health,48.0
17/07/2022,Health,52.0
25/07/2022,Health,41.0
31/07/2022,Health,46.0
08/08/2022,Health,43.0
15/08/2022,Health,47.0
22/08/2022,Health,45.0
29/08/2022,Health,42.0
05/09/2022,Health,44.0
12/09/2022,Health,50.0
25/09/2022,Health,49.0
02/10/2022,Health,45.0
09/10/2022,Health,50.0
17/10/2022,Health,48.0
23/10/2022,Health,49.0
31/10/2022,Health,51.0
07/11/2022,Health,49.0
14/11/2022,Health,48.0
21/11/2022,Health,50.0
28/11/2022,Health,52.0
05/12/2022,Health,55.0
12/12/2022,Health,58.0
19/12/2022,Health,55.0
26/12/2022,Health,59.0
01/01/2023,Health,61.0
09/01/2023,Health,69.0
15/01/2023,Health,68.0
23/01/2023,Health,63.0
30/01/2023,Health,65.0
06/02/2023,Health,58.0
13/02/2023,Health,59.0
20/02/2023,Health,57.0
26/02/2023,Health,54.0
06/03/2023,Health,56.0
20/03/2023,Health,52.0
27/03/2023,Health,51.0
03/04/2023,Health,53.0
10/04/2023,Health,52.0
17/04/2023,Health,56.0
24/04/2023,Health,55.0
01/05/2023,Health,55.0
08/05/2023,Health,53.0
15/05/2023,Health,55.0
21/05/2023,Health,50.0
28/05/2023,Health,53.0
05/06/2023,Health,50.0
12/06/2023,Health,48.0
19/06/2023,Health,51.0
26/06/2023,Health,49.0
03/07/2023,Health,53.0
10/07/2023,Health,54.0
17/07/2023,Health,54.0
24/07/2023,Health,53.0
31/07/2023,Health,46.0
07/08/2023,Health,48.0
14/08/2023,Health,48.0
21/08/2023,Health,51.0
28/08/2023,Health,49.0
04/09/2023,Health,52.0
11/09/2023,Health,47.0
18/09/2023,Health,52.0
25/09/2023,Health,53.0
02/10/2023,Health,52.0
09/10/2023,Health,55.0
16/10/2023,Health,53.0
23/10/2023,Health,53.0
30/10/2023,Health,50.0
06/11/2023,Health,52.0
13/11/2023,Health,50.0
20/11/2023,Health,53.0
27/11/2023,Health,53.0
04/12/2023,Health,50.0
11/12/2023,Health,54.0
18/12/2023,Health,54.0
24/12/2023,Health,57.0
01/01/2024,Health,56.0
07/01/2024,Health,56.0
15/01/2024,Health,53.0
22/01/2024,Health,56.0
29/01/2024,Health,55.0
05/02/2024,Health,53.0
11/02/2024,Health,56.0
19/02/2024,Health,54.0
26/02/2024,Health,60.0
04/03/2024,Health,56.0
11/03/2024,Health,57.0
18/03/2024,Health,54.0
25/03/2024,Health,57.0
01/04/2024,Health,54.0
08/04/2024,Health,58.0
16/04/2024,Health,56.0
22/04/2024,Health,56.0
28/04/2024,Health,53.0
06/05/2024,Health,56.0
13/05/2024,Health,55.0
20/05/2024,Health,54.0
26/07/2016,Immigration & Asylum,28.0
02/08/2016,Immigration & Asylum,25.0
09/08/2016,Immigration & Asylum,27.0
17/08/2016,Immigration & Asylum,24.0
23/08/2016,Immigration & Asylum,27.0
31/08/2016,Immigration & Asylum,27.0
14/09/2016,Immigration & Asylum,27.0
12/10/2016,Immigration & Asylum,24.0
25/10/2016,Immigration & Asylum,27.0
01/11/2016,Immigration & Asylum,27.0
15/11/2016,Immigration & Asylum,25.0
29/11/2016,Immigration & Asylum,19.0
17/12/2016,Immigration & Asylum,25.0
10/01/2017,Immigration & Asylum,21.0
17/01/2017,Immigration & Asylum,21.0
24/01/2017,Immigration & Asylum,22.0
31/01/2017,Immigration & Asylum,28.0
13/02/2017,Immigration & Asylum,20.0
22/02/2017,Immigration & Asylum,22.0
28/02/2017,Immigration & Asylum,19.0
14/03/2017,Immigration & Asylum,20.0
21/03/2017,Immigration & Asylum,17.0
27/03/2017,Immigration & Asylum,18.0
06/04/2017,Immigration & Asylum,17.0
19/04/2017,Immigration & Asylum,18.0
26/04/2017,Immigration & Asylum,16.0
03/05/2017,Immigration & Asylum,14.0
10/05/2017,Immigration & Asylum,15.0
17/05/2017,Immigration & Asylum,15.0
31/05/2017,Immigration & Asylum,16.0
07/06/2017,Immigration & Asylum,16.0
22/06/2017,Immigration & Asylum,15.0
11/07/2017,Immigration & Asylum,17.0
01/08/2017,Immigration & Asylum,15.0
31/08/2017,Immigration & Asylum,16.0
12/09/2017,Immigration & Asylum,17.0
11/10/2017,Immigration & Asylum,13.0
28/11/2017,Immigration & Asylum,13.0
12/12/2017,Immigration & Asylum,12.0
20/12/2017,Immigration & Asylum,11.0
21/12/2017,Immigration & Asylum,13.0
03/01/2018,Immigration & Asylum,14.0
08/01/2018,Immigration & Asylum,12.0
16/01/2018,Immigration & Asylum,14.0
30/01/2018,Immigration & Asylum,13.0
06/02/2018,Immigration & Asylum,13.0
13/02/2018,Immigration & Asylum,11.0
20/02/2018,Immigration & Asylum,10.0
27/02/2018,Immigration & Asylum,14.0
06/03/2018,Immigration & Asylum,12.0
27/03/2018,Immigration & Asylum,14.0
10/04/2018,Immigration & Asylum,13.0
17/04/2018,Immigration & Asylum,13.0
25/04/2018,Immigration & Asylum,16.0
01/05/2018,Immigration & Asylum,16.0
09/05/2018,Immigration & Asylum,12.0
14/05/2018,Immigration & Asylum,14.0
21/05/2018,Immigration & Asylum,10.0
29/05/2018,Immigration & Asylum,11.0
05/06/2018,Immigration & Asylum,12.0
12/06/2018,Immigration & Asylum,15.0
19/06/2018,Immigration & Asylum,13.0
26/06/2018,Immigration & Asylum,17.0
04/07/2018,Immigration & Asylum,15.0
09/07/2018,Immigration & Asylum,14.0
17/07/2018,Immigration & Asylum,13.0
23/07/2018,Immigration & Asylum,12.0
31/07/2018,Immigration & Asylum,11.0
14/08/2018,Immigration & Asylum,14.0
21/08/2018,Immigration & Asylum,15.0
29/08/2018,Immigration & Asylum,12.0
04/09/2018,Immigration & Asylum,11.0
20/09/2018,Immigration & Asylum,10.0
01/10/2018,Immigration & Asylum,15.0
09/10/2018,Immigration & Asylum,11.0
15/10/2018,Immigration & Asylum,10.0
23/10/2018,Immigration & Asylum,9.0
05/11/2018,Immigration & Asylum,7.0
19/11/2018,Immigration & Asylum,12.0
27/11/2018,Immigration & Asylum,10.0
04/12/2018,Immigration & Asylum,10.0
07/01/2019,Immigration & Asylum,14.0
14/01/2019,Immigration & Asylum,13.0
21/01/2019,Immigration & Asylum,12.0
04/02/2019,Immigration & Asylum,10.0
07/03/2019,Immigration & Asylum,9.0
25/03/2019,Immigration & Asylum,7.0
03/04/2019,Immigration & Asylum,9.0
11/04/2019,Immigration & Asylum,10.0
30/04/2019,Immigration & Asylum,8.0
29/05/2019,Immigration & Asylum,8.0
06/06/2019,Immigration & Asylum,8.0
24/06/2019,Immigration & Asylum,8.0
01/07/2019,Immigration & Asylum,8.0
08/07/2019,Immigration & Asylum,9.0
14/07/2019,Immigration & Asylum,10.0
22/07/2019,Immigration & Asylum,10.0
29/07/2019,Immigration & Asylum,7.0
05/08/2019,Immigration & Asylum,6.0
11/08/2019,Immigration & Asylum,6.0
19/08/2019,Immigration & Asylum,6.0
26/08/2019,Immigration & Asylum,9.0
02/09/2019,Immigration & Asylum,7.0
09/09/2019,Immigration & Asylum,8.0
16/09/2019,Immigration & Asylum,8.0
23/09/2019,Immigration & Asylum,6.0
30/09/2019,Immigration & Asylum,8.0
06/10/2019,Immigration & Asylum,8.0
14/10/2019,Immigration & Asylum,7.0
21/10/2019,Immigration & Asylum,7.0
28/10/2019,Immigration & Asylum,10.0
04/11/2019,Immigration & Asylum,8.0
11/11/2019,Immigration & Asylum,7.0
18/11/2019,Immigration & Asylum,8.0
25/11/2019,Immigration & Asylum,7.0
01/12/2019,Immigration & Asylum,8.0
16/12/2019,Immigration & Asylum,7.0
23/12/2019,Immigration & Asylum,6.0
30/12/2019,Immigration & Asylum,8.0
06/01/2020,Immigration & Asylum,7.0
13/01/2020,Immigration & Asylum,8.0
20/01/2020,Immigration & Asylum,6.0
27/01/2020,Immigration & Asylum,8.0
03/02/2020,Immigration & Asylum,6.0
09/02/2020,Immigration & Asylum,9.0
17/02/2020,Immigration & Asylum,7.0
24/02/2020,Immigration & Asylum,12.0
02/03/2020,Immigration & Asylum,6.0
09/03/2020,Immigration & Asylum,9.0
16/03/2020,Immigration & Asylum,5.0
23/03/2020,Immigration & Asylum,4.0
30/03/2020,Immigration & Asylum,2.0
06/04/2020,Immigration & Asylum,3.0
13/04/2020,Immigration & Asylum,3.0
20/04/2020,Immigration & Asylum,4.0
27/04/2020,Immigration & Asylum,4.0
03/05/2020,Immigration & Asylum,3.0
10/05/2020,Immigration & Asylum,6.0
18/05/2020,Immigration & Asylum,5.0
25/05/2020,Immigration & Asylum,5.0
02/06/2020,Immigration & Asylum,5.0
08/06/2020,Immigration & Asylum,5.0
15/06/2020,Immigration & Asylum,5.0
22/06/2020,Immigration & Asylum,5.0
29/06/2020,Immigration & Asylum,5.0
06/07/2020,Immigration & Asylum,6.0
13/07/2020,Immigration & Asylum,5.0
20/07/2020,Immigration & Asylum,7.0
27/07/2020,Immigration & Asylum,6.0
03/08/2020,Immigration & Asylum,6.0
10/08/2020,Immigration & Asylum,11.0
17/08/2020,Immigration & Asylum,12.0
24/08/2020,Immigration & Asylum,11.0
31/08/2020,Immigration & Asylum,10.0
07/09/2020,Immigration & Asylum,13.0
14/09/2020,Immigration & Asylum,10.0
21/09/2020,Immigration & Asylum,10.0
28/09/2020,Immigration & Asylum,8.0
05/10/2020,Immigration & Asylum,10.0
12/10/2020,Immigration & Asylum,9.0
18/10/2020,Immigration & Asylum,8.0
26/10/2020,Immigration & Asylum,7.0
02/11/2020,Immigration & Asylum,10.0
09/11/2020,Immigration & Asylum,7.0
15/11/2020,Immigration & Asylum,6.0
23/11/2020,Immigration & Asylum,9.0
30/11/2020,Immigration & Asylum,5.0
07/12/2020,Immigration & Asylum,6.0
14/12/2020,Immigration & Asylum,5.0
20/12/2020,Immigration & Asylum,4.0
28/12/2020,Immigration & Asylum,6.0
04/01/2021,Immigration & Asylum,5.0
11/01/2021,Immigration & Asylum,6.0
18/01/2021,Immigration & Asylum,5.0
25/01/2021,Immigration & Asylum,7.0
01/02/2021,Immigration & Asylum,5.0
08/02/2021,Immigration & Asylum,5.0
15/02/2021,Immigration & Asylum,7.0
22/02/2021,Immigration & Asylum,6.0
01/03/2021,Immigration & Asylum,7.0
08/03/2021,Immigration & Asylum,6.0
15/03/2021,Immigration & Asylum,6.0
22/03/2021,Immigration & Asylum,10.0
29/03/2021,Immigration & Asylum,10.0
05/04/2021,Immigration & Asylum,10.0
12/04/2021,Immigration & Asylum,8.0
19/04/2021,Immigration & Asylum,6.0
26/04/2021,Immigration & Asylum,9.0
03/05/2021,Immigration & Asylum,8.0
10/05/2021,Immigration & Asylum,7.0
17/05/2021,Immigration & Asylum,10.0
24/05/2021,Immigration & Asylum,9.0
31/05/2021,Immigration & Asylum,8.0
07/06/2021,Immigration & Asylum,9.0
14/06/2021,Immigration & Asylum,11.0
21/06/2021,Immigration & Asylum,10.0
28/06/2021,Immigration & Asylum,11.0
05/07/2021,Immigration & Asylum,8.0
12/07/2021,Immigration & Asylum,9.0
19/07/2021,Immigration & Asylum,9.0
26/07/2021,Immigration & Asylum,14.0
02/08/2021,Immigration & Asylum,11.0
09/08/2021,Immigration & Asylum,14.0
16/08/2021,Immigration & Asylum,12.0
23/08/2021,Immigration & Asylum,20.0
29/08/2021,Immigration & Asylum,17.0
06/09/2021,Immigration & Asylum,17.0
12/09/2021,Immigration & Asylum,19.0
19/09/2021,Immigration & Asylum,15.0
26/09/2021,Immigration & Asylum,12.0
04/10/2021,Immigration & Asylum,12.0
11/10/2021,Immigration & Asylum,11.0
18/10/2021,Immigration & Asylum,10.0
25/10/2021,Immigration & Asylum,9.0
01/11/2021,Immigration & Asylum,8.0
07/11/2021,Immigration & Asylum,10.0
15/11/2021,Immigration & Asylum,12.0
22/11/2021,Immigration & Asylum,14.0
29/11/2021,Immigration & Asylum,20.0
05/12/2021,Immigration & Asylum,20.0
13/12/2021,Immigration & Asylum,18.0
20/12/2021,Immigration & Asylum,13.0
27/12/2021,Immigration & Asylum,12.0
02/01/2022,Immigration & Asylum,12.0
10/01/2022,Immigration & Asylum,10.0
17/01/2022,Immigration & Asylum,14.0
24/01/2022,Immigration & Asylum,10.0
31/01/2022,Immigration & Asylum,11.0
06/02/2022,Immigration & Asylum,8.0
13/02/2022,Immigration & Asylum,7.0
21/02/2022,Immigration & Asylum,8.0
28/02/2022,Immigration & Asylum,8.0
07/03/2022,Immigration & Asylum,12.0
14/03/2022,Immigration & Asylum,17.0
20/03/2022,Immigration & Asylum,15.0
28/03/2022,Immigration & Asylum,12.0
04/04/2022,Immigration & Asylum,9.0
11/04/2022,Immigration & Asylum,9.0
18/04/2022,Immigration & Asylum,16.0
24/04/2022,Immigration & Asylum,14.0
02/05/2022,Immigration & Asylum,12.0
08/05/2022,Immigration & Asylum,12.0
16/05/2022,Immigration & Asylum,11.0
22/05/2022,Immigration & Asylum,9.0
29/05/2022,Immigration & Asylum,8.0
06/06/2022,Immigration & Asylum,10.0
13/06/2022,Immigration & Asylum,10.0
19/06/2022,Immigration & Asylum,16.0
27/06/2022,Immigration & Asylum,14.0
03/07/2022,Immigration & Asylum,9.0
11/07/2022,Immigration & Asylum,8.0
17/07/2022,Immigration & Asylum,9.0
25/07/2022,Immigration & Asylum,10.0
31/07/2022,Immigration & Asylum,7.0
08/08/2022,Immigration & Asylum,9.0
15/08/2022,Immigration & Asylum,9.0
22/08/2022,Immigration & Asylum,8.0
29/08/2022,Immigration & Asylum,9.0
05/09/2022,Immigration & Asylum,9.0
12/09/2022,Immigration & Asylum,9.0
25/09/2022,Immigration & Asylum,9.0
02/10/2022,Immigration & Asylum,7.0
09/10/2022,Immigration & Asylum,7.0
17/10/2022,Immigration & Asylum,9.0
23/10/2022,Immigration & Asylum,6.0
31/10/2022,Immigration & Asylum,8.0
07/11/2022,Immigration & Asylum,21.0
14/11/2022,Immigration & Asylum,15.0
21/11/2022,Immigration & Asylum,16.0
28/11/2022,Immigration & Asylum,16.0
05/12/2022,Immigration & Asylum,15.0
12/12/2022,Immigration & Asylum,16.0
19/12/2022,Immigration & Asylum,15.0
26/12/2022,Immigration & Asylum,16.0
01/01/2023,Immigration & Asylum,14.0
09/01/2023,Immigration & Asylum,15.0
15/01/2023,Immigration & Asylum,13.0
23/01/2023,Immigration & Asylum,12.0
30/01/2023,Immigration & Asylum,15.0
06/02/2023,Immigration & Asylum,14.0
13/02/2023,Immigration & Asylum,13.0
20/02/2023,Immigration & Asylum,10.0
26/02/2023,Immigration & Asylum,14.0
06/03/2023,Immigration & Asylum,14.0
20/03/2023,Immigration & Asylum,16.0
27/03/2023,Immigration & Asylum,18.0
03/04/2023,Immigration & Asylum,20.0
10/04/2023,Immigration & Asylum,22.0
17/04/2023,Immigration & Asylum,18.0
24/04/2023,Immigration & Asylum,16.0
01/05/2023,Immigration & Asylum,17.0
08/05/2023,Immigration & Asylum,15.0
15/05/2023,Immigration & Asylum,17.0
21/05/2023,Immigration & Asylum,14.0
28/05/2023,Immigration & Asylum,17.0
05/06/2023,Immigration & Asylum,18.0
12/06/2023,Immigration & Asylum,18.0
19/06/2023,Immigration & Asylum,15.0
26/06/2023,Immigration & Asylum,19.0
03/07/2023,Immigration & Asylum,20.0
10/07/2023,Immigration & Asylum,19.0
17/07/2023,Immigration & Asylum,16.0
24/07/2023,Immigration & Asylum,20.0
31/07/2023,Immigration & Asylum,15.0
07/08/2023,Immigration & Asylum,16.0
14/08/2023,Immigration & Asylum,23.0
21/08/2023,Immigration & Asylum,21.0
28/08/2023,Immigration & Asylum,23.0
04/09/2023,Immigration & Asylum,22.0
11/09/2023,Immigration & Asylum,20.0
18/09/2023,Immigration & Asylum,21.0
25/09/2023,Immigration & Asylum,16.0
02/10/2023,Immigration & Asylum,19.0
09/10/2023,Immigration & Asylum,18.0
16/10/2023,Immigration & Asylum,16.0
23/10/2023,Immigration & Asylum,18.0
30/10/2023,Immigration & Asylum,20.0
06/11/2023,Immigration & Asylum,18.0
13/11/2023,Immigration & Asylum,20.0
20/11/2023,Immigration & Asylum,19.0
27/11/2023,Immigration & Asylum,20.0
04/12/2023,Immigration & Asylum,23.0
11/12/2023,Immigration & Asylum,19.0
18/12/2023,Immigration & Asylum,23.0
24/12/2023,Immigration & Asylum,21.0
01/01/2024,Immigration & Asylum,20.0
07/01/2024,Immigration & Asylum,22.0
15/01/2024,Immigration & Asylum,19.0
22/01/2024,Immigration & Asylum,23.0
29/01/2024,Immigration & Asylum,18.0
05/02/2024,Immigration & Asylum,22.0
11/02/2024,Immigration & Asylum,18.0
19/02/2024,Immigration & Asylum,20.0
26/02/2024,Immigration & Asylum,20.0
04/03/2024,Immigration & Asylum,17.0
11/03/2024,Immigration & Asylum,19.0
18/03/2024,Immigration & Asylum,18.0
25/03/2024,Immigration & Asylum,20.0
01/04/2024,Immigration & Asylum,16.0
08/04/2024,Immigration & Asylum,18.0
16/04/2024,Immigration & Asylum,18.0
22/04/2024,Immigration & Asylum,19.0
28/04/2024,Immigration & Asylum,23.0
06/05/2024,Immigration & Asylum,21.0
13/05/2024,Immigration & Asylum,23.0
20/05/2024,Immigration & Asylum,23.0
26/07/2016,Crime,5.0
02/08/2016,Crime,7.0
09/08/2016,Crime,7.0
17/08/2016,Crime,6.0
23/08/2016,Crime,5.0
31/08/2016,Crime,5.0
14/09/2016,Crime,6.0
12/10/2016,Crime,6.0
25/10/2016,Crime,5.0
01/11/2016,Crime,4.0
15/11/2016,Crime,6.0
29/11/2016,Crime,4.0
17/12/2016,Crime,5.0
10/01/2017,Crime,6.0
17/01/2017,Crime,6.0
24/01/2017,Crime,4.0
31/01/2017,Crime,6.0
13/02/2017,Crime,6.0
22/02/2017,Crime,6.0
28/02/2017,Crime,6.0
14/03/2017,Crime,6.0
21/03/2017,Crime,5.0
27/03/2017,Crime,8.0
06/04/2017,Crime,8.0
19/04/2017,Crime,5.0
26/04/2017,Crime,6.0
03/05/2017,Crime,7.0
10/05/2017,Crime,7.0
17/05/2017,Crime,6.0
31/05/2017,Crime,6.0
07/06/2017,Crime,11.0
22/06/2017,Crime,7.0
11/07/2017,Crime,7.0
01/08/2017,Crime,7.0
31/08/2017,Crime,7.0
12/09/2017,Crime,7.0
11/10/2017,Crime,9.0
28/11/2017,Crime,10.0
12/12/2017,Crime,7.0
20/12/2017,Crime,8.0
21/12/2017,Crime,8.0
03/01/2018,Crime,8.0
08/01/2018,Crime,6.0
16/01/2018,Crime,10.0
30/01/2018,Crime,8.0
06/02/2018,Crime,9.0
13/02/2018,Crime,7.0
20/02/2018,Crime,8.0
27/02/2018,Crime,9.0
06/03/2018,Crime,7.0
27/03/2018,Crime,10.0
10/04/2018,Crime,18.0
17/04/2018,Crime,16.0
25/04/2018,Crime,17.0
01/05/2018,Crime,15.0
09/05/2018,Crime,20.0
14/05/2018,Crime,17.0
21/05/2018,Crime,17.0
29/05/2018,Crime,18.0
05/06/2018,Crime,18.0
12/06/2018,Crime,20.0
19/06/2018,Crime,18.0
26/06/2018,Crime,13.0
04/07/2018,Crime,16.0
09/07/2018,Crime,14.0
17/07/2018,Crime,12.0
23/07/2018,Crime,18.0
31/07/2018,Crime,16.0
14/08/2018,Crime,16.0
21/08/2018,Crime,17.0
29/08/2018,Crime,16.0
04/09/2018,Crime,16.0
20/09/2018,Crime,14.0
01/10/2018,Crime,16.0
09/10/2018,Crime,13.0
15/10/2018,Crime,14.0
23/10/2018,Crime,14.0
05/11/2018,Crime,18.0
19/11/2018,Crime,18.0
27/11/2018,Crime,18.0
04/12/2018,Crime,15.0
07/01/2019,Crime,15.0
14/01/2019,Crime,13.0
21/01/2019,Crime,14.0
04/02/2019,Crime,18.0
07/03/2019,Crime,29.0
25/03/2019,Crime,22.0
03/04/2019,Crime,30.0
11/04/2019,Crime,26.0
30/04/2019,Crime,21.0
29/05/2019,Crime,18.0
06/06/2019,Crime,14.0
24/06/2019,Crime,22.0
01/07/2019,Crime,22.0
08/07/2019,Crime,25.0
14/07/2019,Crime,22.0
22/07/2019,Crime,21.0
29/07/2019,Crime,24.0
05/08/2019,Crime,23.0
11/08/2019,Crime,23.0
19/08/2019,Crime,27.0
26/08/2019,Crime,23.0
02/09/2019,Crime,21.0
09/09/2019,Crime,22.0
16/09/2019,Crime,25.0
23/09/2019,Crime,20.0
30/09/2019,Crime,20.0
06/10/2019,Crime,16.0
14/10/2019,Crime,21.0
21/10/2019,Crime,21.0
28/10/2019,Crime,21.0
04/11/2019,Crime,17.0
11/11/2019,Crime,15.0
18/11/2019,Crime,19.0
25/11/2019,Crime,17.0
01/12/2019,Crime,15.0
16/12/2019,Crime,12.0
23/12/2019,Crime,17.0
30/12/2019,Crime,15.0
06/01/2020,Crime,15.0
13/01/2020,Crime,17.0
20/01/2020,Crime,18.0
27/01/2020,Crime,16.0
03/02/2020,Crime,17.0
09/02/2020,Crime,18.0
