country,iso2code,country_year,year_election,election_date,election_type,source_type,source_name,title_art,date_art,page_art,section_art,words_art,sentence,type_cs,subject_function,subject_party,subject_individual,direction,object_function,object_party,object_individual,issue_cat,issue_subcat,party_id,party_name,party_name_short,vote_share,seats,seats_total,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),IT'S MONEY-BACK MONDAY,06/04/2015,2,News,NA,People are paying more tax,actor-issue,Nat. political party,Conservatives,,-1,NA,,,ecolib,budget tax,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Sun (English ed.),Thorpe crunch,14/02/1974,.,National,NA,unterst<fc>tzen,actor-actor,NA,Conservatives,,1,NA,,,not attachable,NA,773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,Right to buy for 1.3m families,14/04/2015,1.7,News,NA,Offer to let 1.3 million families buy their housing association homes,actor-issue,Nat. political party,Conservatives,,-1,NA,,,welfare,housing,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,Right to buy for 1.3m families,14/04/2015,1.7,News,NA,"Tory strategists hope that extending the ""right to buy""",actor-issue,Nat. political party,Conservatives,,-1,NA,,,welfare,housing,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Sun (English ed.),Labour seat,17/03/1997,.,National,NA,Tory defector,actor-actor,NA,Conservatives,,1,NA,,,not attachable,NA,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2005,2005,05/05/2005,parl,newspaper articles,The Times,Tories let terror Bill,02/03/2005,9,Nachrichten,NA,Opposition allow bill to pass,actor-issue,NA,Conservatives,,1,NA,,,security,terrorism,773,Conservatives,Con,32.4,198,646,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),PM's EU reform is Mission: Possible,21/03/2015,2,News,NA,Holding an in-out referendum in 2017,actor-issue,Nat. political party,Conservatives,"Cameron, David",-1,NA,,,europe,deepening (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Sun (English ed.),Brown's blown it ..Clegg's leaving Labour for dust; ELECTION 2010: LIB DEMS' DEBATE WIN FLOORS PM,17/04/2010,"Pg. 8,9",NEWS,NA,both Mr Cameron and Mr Brown conceded Mr Clegg had done well,actor-actor,Nat. political party,Conservatives,"Cameron, David",1,Nat. political party,Liberals,"Clegg, Nick",not attachable,NA,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Times,No 10 uses poll excuse to delay diesel curbs,24/04/2017,"1,4",News,582,The government is attempting to delay revealing the proposals even though they would prevent thousands of lives being cut short by toxic emissions from diesel vehicles.,actor-issue,Nat. executive/government,Conservatives,,-1,NA,,,env,environment (general),773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),BUDGET PENSIONS RAID,17/03/2015,2,News,NA,The plan will scupper Ed Miliband,actor-actor,Nat. political party,Conservatives,"Osborne, George",1,Nat. political party,Labour,"Miliband, Ed",welfare,retirement,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Sun (English ed.),Dorell: My new,11/03/1997,.,National,NA,subsidise insurance policies,actor-issue,NA,Conservatives,,1,NA,,,welfare,retirement,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,Treasury opposed Brown's 'job tax'; Cabinet argued over option to raise VAT ; Treasury opposed plans for 'job tax',09/04/2010,"Pg. 1,7",NEWS; FRONT PAGE,NA,the Torie's plan for the deficit,actor-issue,Nat. political party,Conservatives,,1,NA,,,ecolib,budget other,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2005,2005,05/05/2005,parl,newspaper articles,The Sun (English ed.),Major boost,22/04/2005,2,,NA,boost,actor-actor,NA,Conservatives,,1,NA,,,not attachable,NA,773,Conservatives,Con,32.4,198,646,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Times,Ministers line up to,18/03/1992,.,National,NA,criticises shadow budget,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),Plain fag rebels fail in bill bid,12/03/2015,2,News,NA,Chris Grayling was one of those who voted against the proposal,actor-issue,Nat. political party,Conservatives,"Cameron, David",1,NA,,,welfare,health care,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2001,2001,07/06/2001,parl,newspaper articles,The Times,Tories demand action over HIV rise,25/04/2001,.,National,NA,inaction over sexual health,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,31.7,166,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),IT'S UP TO EU,30/04/2015,6.7,News,NA,We promised to turn that economy around,actor-issue,Nat. political party,Conservatives,"Osborne, George",0,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),It's ALL good,15/03/2015,16,News,NA,Our economy grew faster,actor-issue,Nat. political party,Conservatives,"Osborne, George",-1,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,Cameron boasts that tax cuts will make 14 million households richer,06/04/2015,6,News,NA,refused to rule out lowering of top tax rate,actor-issue,Nat. political party,Conservatives,"Osborne, George",-1,NA,,,welfare,redistributive taxes,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Times,More money promised for defence,11/05/2017,7,News,359,"Britain's defence budget will rise for an additional two years until 2022 if the Conservatives are re-elected on June 8, Theresa May said last night.",actor-issue,Nat. executive/government,Conservatives,Theresa May,1,NA,,,defense,defense (general),773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,Scotland poll predicts total wipeout for Labour at hands of Nationalists,30/04/2015,"6,7",News,NA,"the prime minister said that ""with all uncertainties and instabilities of what<ab>s happening in Scotland, there was no guarantee that a strong government could be formed quickly""",actor-issue,Nat. executive/government,Conservatives,"Cameron, David",-1,NA,,,not attachable,NA,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Sun (English ed.),The Wilson,20/02/1974,.,Titelseite,NA,Pakt existiert nicht,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Times,Leaked letter predicted,21/03/1992,.,National,NA,Warns of SNP,actor-actor,NA,Conservatives,,1,NA,,,not attachable,NA,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Hurd and Hattersleys,19/04/1997,.,National,NA,appointed as peer,actor-actor,NA,Conservatives,,1,NA,,,not attachable,NA,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),CAM'S GENERATION X,07/03/2015,4,News,NA,"as he urges people to vote Tory to keep the country in ""safe hands""",actor-issue,Nat. executive/government,Conservatives,"Cameron, David",-1,NA,,,not attachable,NA,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),Fuel duty rise fears,10/04/2015,2,News,NA,George Osborne said it confirmed Labour would put up taxes for hard-working Brits,actor-issue,Nat. political party,Conservatives,"Osborne, George",-1,NA,,,ecolib,labour market,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Times,"Act now to end EU influence on human rights, May urged",28/04/2017,2,News,383,"Lord Faulks, who was justice minister until last year, says that the election provides Theresa May with what could be a once-in-a-lifetime opportunity to go for the ""full fat"" option and end Strasbourg's oversight of human rights in the UK.",actor-actor,Nat. political party,Conservatives,Lord Faulks,-1,European institutions/bodies,European Court of Human Rights,,cultlib,cultural liberalism (general),773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,Belligerent Brown aims volley after volley at Tory tax plans and vows to carry on spending; The Labour leader dismisses the economic plans of both his rivals and defends his record of ten years at the Treasury. He tells James Harding and Roland,05/05/2010,"Pg. 10,11",NEWS,NA,"Brown: They are anti-public services, because they are going to cut schools and cut policing",actor-issue,Nat. political party,Conservatives,,1,NA,,,ecolib,privatization,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2005,2005,05/05/2005,parl,newspaper articles,The Times,Tory Pledges,05/04/2005,6,Politik/Wahlen,NA,restore disciplin in classrooms,actor-issue,NA,Conservatives,,1,NA,,,edu,primary education,773,Conservatives,Con,32.4,198,646,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Sun (English ed.),Ghost of the left,07/03/1992,.,National,NA,lists every extreme campaign,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Defector Howarth,17/03/1997,.,National,NA,defected from Tories to Labour,actor-actor,NA,Conservatives,,1,NA,,,not attachable,NA,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),WE CAM DO IT,06/05/2015,"4,5",News,NA,he also urged Ukip backers to think about the national interest,actor-issue,Nat. executive/government,Conservatives,"Cameron, David",-1,NA,,,not attachable,NA,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Times,Tory in election,09/03/1992,.,National,NA,local Tory challenge to,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2001,2001,07/06/2001,parl,newspaper articles,The Sun (English ed.),Ken backs,16/04/2001,.,National,NA,plot to oust Hague,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,31.7,166,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,Grayling gives up plan to block police retention of DNA samples - for now,08/04/2010,Pg. 9,NEWS,NA,The Tories have abandoned attempts to block the retention of DNAsamples,actor-issue,Nat. political party,Conservatives,,1,NA,,,security,policing,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),VAN OF THE PEOPLE,28/04/2015,4.5,News,NA,"stick with the plan that has delivered jobs, growth and security",actor-issue,Nat. political party,Conservatives,"Osborne, George",-1,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Sun (English ed.),Poll big guns,03/03/1992,.,National,NA,blaze away in radio war,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2001,2001,07/06/2001,parl,newspaper articles,The Times,"Blair must question Vaz now, says Tories",28/05/2001,.,National,NA,tries to exploit new claims about conduct,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,31.7,166,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Sun (English ed.),Major backs,10/02/1992,.,National,NA,will pour hugem sums into arts,actor-issue,NA,Conservatives,,1,NA,,,infra,culture and sport,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Sun (English ed.),Pensions,19/03/1992,.,National,NA,retiring age will be the same,actor-issue,NA,Conservatives,,-1,NA,,,cultlib,gender,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Sun (English ed.),Osborne care blast,28/05/2017,2,News,89,"GEORGE Osborne has attacked the PM's ""badly thought through"" pledge on OAP care costs.",actor-issue,Nat. executive/government,Conservatives,Theresa May,-1,NA,,,welfare,retirement,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Conservatives,07/04/1997,.,National,NA,retrenchment likely in Africa,actor-issue,NA,Conservatives,,-1,NA,,,cultlib,international solidarity,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),GEORGE: VOTE RECOVERY,29/04/2015,2,News,NA,GEORGE: VOTE RECOVERY,actor-issue,Nat. political party,Conservatives,"Osborne, George",-1,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Times,Thousands hit by new care costs,18/05/2017,"1,2",News,1254,The move is expected to make the Treasury more than £1.3 billion a year but will drag tens of thousands more families into paying for social care,actor-issue,Nat. executive/government,Conservatives,Theresa May,-1,NA,,,welfare,retirement,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Times,How Thatcher and Major,23/03/1992,.,Wirtschaft,NA,given Labour room to manoeuvre,actor-actor,NA,Conservatives,,1,NA,,,not attachable,NA,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,"For once, Dave's Mr Angry and Gordon's cracking jokes",11/03/2010,Pg. 11,NEWS,NA,as saying that Gordon Brown's testimony to the Chilcot inquiry had been disingenous and dissembling,actor-actor,Nat. political party,Conservatives,"Cameron, David",-1,Nat. executive/government,Labour,"Brown, Gordon",defense,military intervention,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Times,MPs to back snap poll amid calls to scrap fixed-term act,19/04/2017,4,News,908,"Another who called for the act to be scrapped said that only the ""idiocy of Corbyn"" in agreeing to an election had allowed one to take place.",actor-actor,Nat. political party,Conservatives,one MP,-1,Nat. political party,Labour Party,Jeremy Corbyn,not attachable,NA,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),Party war after Blair slams EU ballot bid,08/04/2015,9,News,NA,claimed Tory plans for a 2017 vote would risk jobs,actor-issue,Nat. political party,Conservatives,,1,NA,,,europe,deepening (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Heseltine steps,12/04/1997,.,National,NA,steps up assault with gibe over union links,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Sun (English ed.),I wouldn't get,13/03/1992,.,National,NA,refused to take part with,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Sun (English ed.),I wouldn't get,13/03/1992,.,National,NA,waste of time as he would never get chance to speak,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Conservatives,17/03/1997,.,National,NA,encourage train projects,actor-issue,NA,Conservatives,,1,NA,,,infra,transport,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Howard hits,09/04/1997,.,National,NA,better race relations,actor-issue,NA,Conservatives,,1,NA,,,immig,integration,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Times,"We need deal with Europe, say farmers",11/05/2017,"8,9",News,1147,The Tories are meant to be the party of the countryside but you can be sure in any Brexit negotiations they will be trying far harder for the City of London than for the farmers.,actor-issue,Nat. political party,Conservatives,,1,NA,,,ecolib,agriculture,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2005,2005,05/05/2005,parl,newspaper articles,The Times,New biography,30/03/2005,28,Nachrichten,NA,beeing disillusioned with the Conservatives,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,32.4,198,646,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),Boris' 70s strife alert,19/04/2015,2,News,NA,five years to take this country forwards not backwards,actor-issue,Nat. political party,Conservatives,"Johnson, Boris",-1,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),THEY'RE ED OVER HEELS,18/04/2015,2,News,NA,"vote-by-vote deal"" would see the SNP demand a heavy price from the ""weak"" Labour chief",actor-issue,Nat. political party,Conservatives,"Cameron, David",NA,NA,,,not attachable,NA,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Times,Quiz for Mr Heath,23/01/1974,.,National,NA,nimmt aktiv teil,actor-actor,NA,Conservatives,,1,NA,,,not attachable,NA,773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),It's ALL good,15/03/2015,16,News,NA,We will support the first phase of the Energy Research Accelerator,actor-issue,Nat. political party,Conservatives,"Osborne, George",-1,NA,,,ecolib,enterprises,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,One-minute manifestos; Philip Collins analyses the opening statements,30/04/2010,11,NEWS,NA,Cameron: First we have to reward work and tackle welfare dependency,actor-issue,Nat. political party,Conservatives,"Cameron, David",-1,NA,,,welfare,welfare (general),773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Sun (English ed.),Poll big guns,03/03/1992,.,National,NA,shouted each other,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),Cam: I will back NHS,21/03/2015,2,News,NA,I will never see it cut,actor-issue,Nat. political party,Conservatives,"Cameron, David",1,NA,,,welfare,health care,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,"Balanced and sensible, with plenty of peradventure",13/04/2015,7,News,NA,8 billion promise for the NHS,actor-issue,Nat. political party,Conservatives,"Osborne, George",0,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),Cam: I will back NHS,21/03/2015,2,News,NA,Next Time They'll Cut To The Bone,actor-issue,Nat. political party,Conservatives,"Cameron, David",-1,NA,,,welfare,health care,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,"A&E misses waiting time targets for 440,000 people",08/04/2015,14,News,NA,wasted on reorganisation,actor-issue,Nat. political party,Conservatives,"Cameron, David",-1,NA,,,welfare,health care,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),MUM'S DELIGHT ON KIDS,15/04/2015,4,News,NA,declared that a Tory government would give 30 hours of free childcare each week,actor-issue,Nat. political party,Conservatives,"Cameron, David",1,NA,,,welfare,family,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Sun (English ed.),Telly SOS by Major,17/04/1997,.,National,NA,defies,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Times,Prime Minister keeps,16/01/1974,.,Titelseite,NA,Schmeicheleien,actor-actor,NA,Conservatives,,1,NA,,,not attachable,NA,773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,In brief,28/04/2010,"Pg. 10,11",NEWS,NA,no longer,actor-actor,Nat. political party,Conservatives,,-1,Subnat. political party,Conservatives,"Lardner, Philip",cultlib,lgtbq,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Times,Mr Powell has voted,27/02/1974,.,Titelseite,NA,w<e4>hlte,actor-actor,NA,Conservatives,,1,NA,,,not attachable,NA,773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Sun (English ed.),Heath rejects,15/02/1974,.,National,NA,weist zur<fc>ck,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),LABOUR VOTERS 'WANT EU POLL',04/04/2015,4,News,NA,But Ed Miliband won't listen,actor-issue,Nat. political party,Conservatives,"Shapps, Grant",1,NA,,,europe,deepening (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Sun (English ed.),Labour's sea oil,15/02/1974,.,National,NA,Attacke,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,Where the money will come from ... and go,24/04/2015,"6,7",News,NA,Tories would cut welfare,actor-issue,Nat. political party,Conservatives,,-1,NA,,,welfare,welfare (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,"Vote us out if we fail to deliver, say Tories as Cameron unveils 'contract'",01/05/2010,Pg. 9,NEWS,NA,"Cameron: [<85>] how we<b4>ll make sure we have good schools, what we<b4>ll do to improve our health service, what our role is in getting the economy moving",actor-issue,Nat. political party,Conservatives,"Cameron, David",1,NA,,,welfare,health care,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Sun (English ed.),Major slaps down,21/03/1997,.,National,NA,savages,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2005,2005,05/05/2005,parl,newspaper articles,The Sun (English ed.),Tories deploy border guards,30/03/2005,2,,NA,to stamp out international crime,actor-issue,NA,Conservatives,,1,NA,,,security,law and order,773,Conservatives,Con,32.4,198,646,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Times,Energy chief wants,19/01/1974,.,National,NA,schnelle Ausbeutung,actor-issue,NA,Conservatives,,-1,NA,,,env,environment (general),773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2005,2005,05/05/2005,parl,newspaper articles,The Sun (English ed.),Premier popular despite 'liar' slur,27/04/2005,2,,NA,Liar slur,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,32.4,198,646,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),MAO? I SAY CIAO,27/03/2015,6,News,NA,The economy was now working,actor-issue,Nat. political party,Conservatives,"Cameron, David",0,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
